title
Housse hydrocollator standard - 10x12
Shell Massage Poster –General
Berber fitted sheet
Protège têtière plat (6) - Flanelle
Exfoliating Gel Pomegranate & Citrus - No shower required
Jojoba Cold Pressed Oil
25ml / 1oz bottle with cap
DVD Deep Tissue Massage
Cold Therapy Spray
"Eucalyptus, lemon-scented, Eucalyptus citriodora"
Practical Guide Masso-Kinesitherapy   Volume 1 & 2
Gamacide3 - Multi-surfaces disinfectant 4L
Purifying Stone Spray - Tea Tree & Sacred Sage
1 Gallon (128 oz) Bottle Pump
Neutral Massage Cream - MASSOLEUM
Sesame Oil
Focus diffuser blend
Shell Massage Poster – Hands
Patchouli incense stick - 20 stick
Pair of cover for the relaxing eye pillow - big size
Biogel 2 – Silky and long lasting
Adjustable & retractable head rest platform NOMAD
Quicklock face Rest platform by Oakworks
Scorpion brush
"Clove, Eugenia caryophyllus"
Hydrocollator moist heatpac - Cervical
Flanel flat sheet
Comfort Blend High Heat - 72 packets
"Jade ""heart"" stone - face GuaSha massage"
Composition G
"Grapefruit, Citrus paradisi z."
Spiky Massage Balls - Relaxus
Serenade diffuser blend
Herbal Select Face Therapy Massage Lotion
Dead Sea Mud
Green Clay - Micronised
Disposable fitted massage table sheets
Yoga Tune Up® - The Roll Model Method Book
Chausson garde-chaleur
Himalayan Salt-Lamp
Disinfectant & antibacterial hand gel - 72% Alcohol
8x16 pillowcase - Pair
CryoDerm® - Cold therapeutic analgesic gel
UV Hot Towel Cabinet - By Earthlite
MASSOLÉUM - Discovery kit
Biogel 2 – Silky and long lasting
Classic Gel - MASSOLEUM
"Yoga Pants - ""Apex"" Design"
REFILL 160 cleaning & revitalizing wipes for massage table - Genie Plus
Bamboo Exfoliant
Stone Wash for Hot Stone Therapy
Gel - Tired & heavy legs
1 liter pump
Dr. Thym - 100% natural disinfectant made in Quebec
DVD Indian Head Massage
Vampire blood incense stick - 15 grams
Comfort Blend Deep Heat - 72 packets
Composition G
Table extension & arm rest NOMAD
Arabica coffee - Body wrap gel
Wrapping sheet
Hydrocollator moist heatpac - 10x12
Exfoliating gel Zen 250ml - No shower required
Organic Coconut oil (no aroma) 455ml
Organic Sweet Almond Oil
Sandalo incense stick - 20 stick
"Jade ""fish"" stone - face GuaSha massage"
Les Huiles Végétales C. & L. Clergeaud
Lemon Zest Italy Essential Oil
3 pieces Gray cotton sheet set
Flip-top dispensing bottle
Deluxe Wooden Reflexology Foot Bed
Crème VapMagik - 250ml
Cleanliness
Herbal Select Foot Therapy Massage Lotion
Dead Sea natural mineral salt - Fine scrub
Yoga Tune Up® - Treat while you train DVD
MASSOLÉUM - MASSOGEL N°1
CryoDerm® - Pain relieving cold therapy roll-on
"Oil, lotion & gel resistant disposable sheets for massage table"
Alcohol & Quaternary Ammonium Disinfectant
Algaes & grapes - Body wrap gel
"Palmarosa, Cymbopogon martinii"
TheraPure Body Massage Cream
Hydrocollator heating unit + 4 hydrocollators 10x12
"Yoga Pants - ""Snowberry"" Design"
Gamacide3 - Multi-surface disinfectant / cleaner wipes & canister
Comfort Blend Home Use - 72 packets
Jar pump
Lavender incense stick - 20 stick
Himalayan Salt Lamp Massage Balls
"Orange Sweet zest, Citrus sinensis"
TheraPure Face  Comfort Massage Cream
Cacao powder for chocolate wrap & bath
Yoga Pants - 'Sacred Elephant' Design
Heat Therapy Lotion
Full length apron
Gift Package - Fruit & Vegetable washing soap/pot holder/brush
Dry Moisturizing Oil - Lavender & Chamomile
Exfoliating gel Tahiti Flower - No shower required
Yoga series -Meditation - incense stick - 20 stick
Smoothing Massage Butter
Carry bag for massage table
100% pure fractionnated coconut oil
Dead sea minerals Peel-Off mask
3 Pieces Flannel Sheet Set
Massage roller
Empty bottle with pump
Vap Magik - 150ml
Ergonomic Viscoelastic Foam Pillow
Protège têtière plat - Tricot de coton
"Chinese Cinnamon, Cinnamomum cassia"
Pax
Yoga Tune Up® - Coregeous DVD
Hand Sanitizing gel with 70% alcool
Chahna Hymalayan salt night light
Waterproof vinyl pillowcase for bolster - 6x24
Organic Castor Oil
Sacred heart incense stick - 20 stick
Hot Stone Heater - 18 Liters
Oakworks Wedge Cover
DVD Deep Tissue Massage Back Vol. 1
Roll-on dispenser glass bottle
3 Pieces White Curly Fleece Sheet Set
Silky Massage Gel
Flanel fitted sheet
Comfort Blend Medium Heat - 72 packets
Breathe diffuser blend
"Green Mandarin zest, Citrus reticulata"
Yoga Tune Up® - Alpha Ball Twin Set
Advanced Therapy Massage Gel
Therapeutic Dead Sea Water
Wrap-around uniform top
Package Gift - Cook's Soap/pot holder/brush
Biotone - True Balance Massage Gel
Cranberry body polish
NOMAD anti-bacterial table cover
Comfort Aluminium Table
Yoga series -Bliss - incense stick - 20 stick
Dry wipes - reusable & recyclable -package of 150
BioEmpreinte cocoa mask peel-off
Instant Microdermabrasion mask - 400gr
Self-Heating Hot Stones
8x14 pillowcase - Pair
Disc-top bottle
Disposable headrest cover with elastic
Blue Porcelain Lava Shells®
Huiles Essentielle Chémotypées
Marmelade
Appui-bras suspendu
"Hô Wood, Cinnamomum camphora CT linalol"
Natural Massage Oil - Nut Free
Salutary Cream - Red
Marine Therapy Pedi-Balm with Rejuvenating Complex - 60oz
8 oz Empty Bottle with Pump - Biotone
Gift Package - Products for sensitive skin
Yoga Tune Up® - Coregeous Ball
Eye pillow covers - 6
Waterproof soothing mask pillowcases (2)
Couvre appui-tête contour - Polyester & Coton blend
Essential Oil Diffuser made of twisted Blown Glass
Organic Nag Champa incense stick - 20 stick
Silky Massage Gel
Sous-pattes stabilisateur - Sac de 4
Portable stool
"Lavender, Olive oil & Rosemary mask peel-off"
Renaissance Glove
Marine Algea Slimming body pack
Algae and Green Tea powder - Body wrap & bath
Disposable and biodegradable headrest cover - Flat pkg 100
Personal Body Apron - Curly Fleece
"Lava shell recharge ""Glacial Blend"""
Sheet Band - 2 Elastics
White Salutary Cream
Pure Touch Organics Massage Cream
3 pieces Chocolate cotton knit sheet set
Silky Massage Gel
Florisa - Concentrated stain remover
Boiance Face Cushion
Jasmine incense stick - 20 stick
Shawl collar bathrobe - Women
Flat Sheet - Cotton Interlock
Gold mask peel-off
Ens. de 4 ventouses de silicone
Comfort Blend Deep Heat - 2 packets
Sous-vêtement jetable pour femme - Culotte
Appui-bras hamac
Ens. 64 pierres de massage
Kindergarden
Bergamot Zest Essential Oil
Bloc de paraffine - 1 kg (2.2 lbs)
Anatomical Chart - Human skeleton
100% Pure Massage Oil - Sunflower
Shoulder pillow pair - Buckweat
Soothing mask - Eye pillow - Large
MyoRub+
Mineral Powder - Body Satinage
1/2 Gallon (64 oz) Bottle Pump - Biotone
Gift Package - Sheep's milk soap - Green Tea & Cucumber
DeMonceaux Cryogenic Lotion
Moisturizing Mango Butter for Hands & Body
Wrap & headband Cotton knit set
Yoga Tune Up® - Double Loop Stretch Strap
Protection glasses
Waterproof vinyl pillowcases
"Essential Oil Diffuser / Nebulizer ""Inspiration"""
Electric table Nomad Sport
Cranberry body wrap & bath powder
Controlled-Glide Cream
Silky Massage Gel
Buckwheat pillow 8x14
3 Piece Sheet Set 50/50 Polyester & Cotton
Patchouli incense stick - 20 stick
Sumo Compact Nomad table
Come to me (Theresa Mother) incense stick - 20 stick
Adjustable face craddle
Gift Card $150
"Essential Oil Diffuser ""Vita"""
Taie pour traversin 6x24
Vitarub Massage Balm
Physio table Nomadwith backrest and shelf
Headrest Cover - Curly Fleece
Ens. de bambous pour le visage
Hamac de rangement universel
Sous-vêtement jetable pour homme - Boxer
Hooded bathrobe - Children
Wedge bolster Oakworks
Gift Card $200
Algea & Grapes - Body wrap & bath
Cranberry mask peel-off
Round Stool
Traversin sarrasin rond 6x24
NOMAD WOODEN FOOT-STEP
DVD de formation Massage aux bambous sur table
Terry hand towel 14 x 28
Taie pour traversin 7x12 (2)
Disposable bra - 6 units
Serviette de type Turban
"Lavashell warmer and recharge ""Facial Blend"" - mild heat"
Fitted sheet - Cotton interlock
Petitgrain Essential Oil
Jade Stone for Kobido massage
Northern Forest
Microfiber headband (2)
Thumb-Saver
"Body refill ""Body Level"" 1.0"
Terry wrap for men (short)
Pierre de massage en S
Winter Treat
Atlas Cedar Essential Oil
Anatomical Chart - Human Nervous System
Detoxifying Dark Clay
Spa Nomad Table with backrest
Fleece Blanket
Orthorub Massage Balm
Massage Gel 100% Natural - Neutral
Yoga Tune Up® - Therapy Ball Original (2)
Marine Therapy Pedi-Scrub - 75oz
Herbal Select Body Therapy Massage Oil - Biotone
"Cream Shea Butter, Honey and Propolis"
Gift Pack - Blueberry Soap made of sheep's milk
Eco-Fin Alternative to regular paraffin  - 100% natural and vegetal
Synthetic Sheepskin Headrest Cover
Anatomical Chart - Human Musculature
1 Gallon (128 oz) Bottle Pump
Ehrlich Balm
Exfoli-Sea Salt Glow
Revitalizing Massage Oil Unscented
Cream Lavender
Iced Apple cider hands soap & lotion duo
Zema Balm
Customer files
Pregnancy & Prone Cushion - Earthlite
Thermophore® MaxHEAT™ Large Heating Pad
Portable & Foldable Massage Chair
Yoga Tune Up® - Coregeous Combo (DVD & Ball)
Face shield
Spa One by Silhouet-tone
Silhouet-tone Etna Electric table
3 Piece Sheet Set 50/50 Polyester & Cotton
Pair of waterproof vinyl pillowcase- shoulder pillow 6x9 inches
Gift certificate
Memory foam face crescent cushion by Silhouet-tone
Medical Mask - Disposable
Desktop portal package - Oakworks
DVD Massage des Bébés et des Enfants
Bharat Darshan incense stick - 20 stick
Kimono bathrobe - Women
Instant Nomad table
Gift card $100
Portable stool cover
Pair of Nomad lateral arm rests
Akil Toilette Skin Wash Lotion
Waterproof vinyl headrest cover
Stretch Mark Prevention Balm
Non-slip polar slippers
Couvre appui-tête contour - Tricot de coton
Ens. de bambous pour massage sur chaise
Sous-vêtement jetable pour homme - Boxer
Micro terry mitt/glove - Pair
Round vinyl bolster
Polar fleece headband (2)
Ceinture porte-bouteille double
Cercle de réflexologie des Pieds
"Shell massage warmers  ""Body Level"" 2.0"
Soft fleece wrap for men (short)
Pierres de massage mini - Orteils
Bathrobe with shawl collar - Men
Super moisturizing balm - Lavender & Camomile
Ylang Ylang no 3
Relax
Kiné Sport Nomad Table
Quilted Fitted Sheet
Traversin sarrasin rond 6x24
3 Piece Sheet Set 50/50 Polyester & Cotton
Nourishing Dry Red Clay
100% Natural Massage Gel - Lavender
Polar Lotion
Herbal Select Body Therapy Massage Creme
Micro-Buff Body Polish
Advanced Therapy Massage Creme
Bambino - Massage Cream Strawberry Shortcake
Wintergreen Oil
Relaxo Balm
Biogel – Detox
Yoga Tune Up® - Therapy Ball Plus
Gift Pack - Blueberry Soap made of sheep's milk
Gift package - Daily chores
thermaHerbal® Poultice Detox & Energize
Paraffin Heater
Intant Multi Nomad table
Old-fashioned bar soap stain remover - 90gr
Washable protection cloth mask - 2 ply
Pair of waterproof vinyl pillowcase- bolster 4x12 inches
Laguna Sand Electric Table
3'' Memory foam matress with washable cover
Greeting card -  In french only*
3 piece Ivory cotton sheet set
Eucalyptus incense stick - 20 stick
Massage Oil Warmer with Bottle
Gift card $50
Hooded bathrobe - Women
Taie pour traversin 8x60
Fleece slipper with ankle elastic
Waterproof fitted sheet
Buckwheat bolster 6x12 - Pair
Housse de tabouret rond
Débarbouillette 10x10 ratine indémaillable
Bolster Covers - 4'' X 12'' (pack of 2)
Terry mitt/glove (long) - Pair
Paper roll holder for massage table
Side armrest bolsters - Without hole
Cleanliness
Vacuum body cupping - Set of 3
12 Cups Vacuum Body Cupping Set
Anatomie & Pathologie 58 planches Gage
Berber fitted sheet
The 10 Minute Cushion for posture improvement
Vinyl Pillow
Microfiber sheet set - Earthlite
Aromatherapy 'Serenity' Massage Lotion - Biotone
Lemongrass Essential Oil
Microfiber 3 piece sheet set - Earthlite
The Anatomy Coloring Book
Aromatherapy 'Energy' Massage Lotion - Biotone
Face cups sold individually
Aromatherapy 'Calming' Massage Lotion - Biotone
Terry cotton Body Towel -  Imported from Pakistan
Salvia Officinalis essential oil
Percale Envelope Pillow Cases
Masso-Kinésithérapie & Thérapie Manuelle Pratiques
Percussion massage gun device by Sportster
Ray-Lax floor chair
Terry cotton Hand Towel - Imported from Pakistan
Fitted sheet - 50/50 Poly-Cotton interlock
Shoulder pillow - Buckweat & Vinyl
Earthlite LEC Strata Face Pillow
Aromatherapy 'Bliss' Massage Lotion - Biotone
Oreiller mousse mémoire - 8x15
Percale flat sheet
Harmony massage Roller
"Taping:Techniques, Effets, Applic. Cliniques"
Mango Oil
Earthlite Caress Platform Headrest
Terry Cotton Facecloth - 12''x12''
"Niaouli, Melaleuca quinquinervia cineolifera"
Nutri-Naturals Light Massage Oil - Biotone
Percale fitted sheet
Examen Clinique des Membres &Rachis 2E ED.
"Peppermint, Mentha piperita"
Massage table warmer - EarthLite
Earthlite Flex Rest Platform Headrest
Rice Bran Oil  - MasssageBoutik
Massage Tappers
Flat Sheet - Curly Fleece
"Tea Tree, Melaleuca alternifolia"
Massage oil Trio - 60ml
Massothérapie Clinique 3e ÉD
Curly Fleece Fitted Sheet
Litsea citrata
Anti-cellulite panty - Solidea
Biogel – Chai Vitality
Clear Results Massage Oil - Biotone
Carrot Mask peel-off
Percale Standard Pillow Cases
Atlas d'anatomie humaine Netter
Chariot pour table
Head massager
Healthy Benefits Massage Gel - Biotone
"Lavender (officinalis), Lavandula officinalis"
Collagen Mask peel-off
Epsom Salt
DVD Hot Stone Jade
Gecko ''Gold'' Massage Holly Gel - 4L
Silicone cup - 1 piece
"Bay laurel, Laurus nobilis"
Flat Sheet 50/50 Polyester & Cotton
Gecko Holly Oil - 4L
Pillow covers 8 x 12
DVD Hot Stone Massage Full Body
Nomad curved arm rest
Set of 4 silicone cups
"Lavandula burnati (lavandin) super, BIO"
Cleaning Magic & revitalizing wipes for massage tables- 160 units - Genie Plus
Organic Frankincense (Boswellia carterii) Essential Oil
Nomad adjustable footh bath
DVD Hot Stone Massage Full Body
White hand towel 16’’x27’’
"Juniper (common), Juniperus communis"
Nutri-Naturals Massage Cream - Biotone
Deep-Tissue Massage Lotion - Biotone
14 pieces silicone cupping set
Biotone - Advanced Therapy Massage Lotion
Massage Oil - Green Azulene
Augustines' 1639 - Diffuser Blend
Cleaning Magic for massage tables & chairs - Genie Plus
MASSOLÉUM - Massage oil
"Aromasol Pin, sapin & Eucalyptus - Brume d'ambiance"
Tea Tree peel-off face mask
Sheep's Milk Soap - Lavender & Chamomile
Vascular system anatomical chart
"Wintergreen scent, Gaultheria fragrantissima"
Electric Powered Ergonomic Table - 3 Sections
Silky Massage Gel
Gift card $25
Expanded Clay Beads for Passive Diffusion - 150 g
Coussin de corps en billes de polystyrène - 8x60
Muscle & Joint Therapeutic massage Gel - Biotone
Love incense stick - 20 stick
Fabric squares 6x6 inches - 25 units
NOMAD WOODEN STOOL WITH CASTERS
3 Piece cotton sheet set - Navy
Covers for 6X9 Shoulder Pillow
6X12 Bolster Covers
Housse pour appui-bras latéraux
Pregnancy cushion
Hot Shell Belt
4 pcs Original Body Cushion
Pressotherapy Socks - Cotton Knit
Traversin vinyle 1/2 lune
Terry mitt/glove (short) - Pair
Coussin appui-tête Mousse Mémoire Nomad
Ens. de 8 bambous pour le massage à l'huile
Biodegradable disposabal sheet
Memory foam ergonomic pillowcases - Pair
Nomad Extreme de Luxe with back rest table
Curly Fleece Wrap for Women
Cercle de réflexologie des Pieds
Coussin appui-tête Mousse Mémoire
Kimono bathrobe - Men
Hooded bathrobe -  Men
Petit bas (Pichous)
Housses 7 morceaux pour chaise de massage
"Essential Oil Diffuser / Nebulizer ""Vivi"""
Power degreaser for tables & bolsters
Heated rye slippers
Laundry Detergent
Smokeless Moxa sticks - 5 sticks
Portal Pro massage chair by Oakworks
Pierre de Massage - Large
Balance
ProFlex Nomad Table
Digital Moist Heating Pad - Therathem
Complex 25 PLUS - Specialized Complex
Housse de rallonge de table/appui-bras Nomad
7x12 round buckweat bolster - Pair
Flannel Headrest Cover
Traversin sarrasin rond 4x12
